"['Macomber ID', 'Macomber Title', 'Origin', 'Poncelet Number', 'Incipit', 'Incipit Source', 'Hamburg ID', 'Other IDs', 'Other Titles']"
"['326', 'The Holy Family uses stones instead of a boat to cross the Nile.']"
"['327', 'The three pious priests and monks who wore fine clothes.']"
"['328', 'The pious abbot who was falsely accused by his monks of sinning with a woman.']"
"['329', 'The Moslems who stole the furnishings of a church of Saint Mary located near the western boundary of Ethiopia and were struck by lightning.']"
"['330', ""The punishment of an Ethiopian woman who swore falsely that she had not committed adultery with another woman's husband.""]"
"['331', 'The monk who was expelled from school when he could not pay his teacher.']"
"['332', 'The new tabot of Saint Mary that was found outside the box in which it had been placed.']"
"['333', 'A monk, while guarding a church, has a nocturnal emission and finds himself suddenly outside the courtyard of the church.']"
"['334', 'An angel drives away the custodian of a church of Saint Mary when he was about to enter after sinning with a woman.']"
"['335', 'The Ethiopian general who went off to fight the Moslems without the consent of the king.']"
"['336', 'The two retainers of a pious ruler who swore not to fight with one another.']"
"['337', 'A monk obtains from Saint Mary food for a visitor.']"
"['338', 'The king who ordered his retainers to bury him in the church of Saint Mary that he had built.']"
"['339', 'The man who out of jealousy burned down the house of a former wife who had abandoned him.']"
"['340', 'The man who suspected a former wife of having burned down his house.']"
"['341', 'The thieves who stole the furnishings of a church of Saint Mary and refused to restore them when she appeared to them.']"
"['342', 'The man who borrowed for a wedding a silken garment from the church of Saint Mary.']"
"['343', 'The Moslem who was unable to open the church he was intending to plunder.']"
"['344', 'A goat comes miraculously to be slaughtered.']"
"['345', 'The robbers who took from a monk his clothes and the cover of an icon of Saint Mary that he was carrying.']"
"['346', 'The abbot who fell sick while on a missionary Journey.']"
"['347', 'The nativity of Christ.']"
"['348', 'The milk of Saint Mary that was poured on the ground in Egypt.']"
"['349', 'The Ethiopian pilgrim who was expelled from the Church (of the Resurrection) in Jerusalem during the Easter services.']"
"['350', 'The icon of Saint Mary in the church of the ""Romans"" that rebuked the Ethiopians for approaching with their shoes on.']"
"['351', 'The rich man who left the church because the priest was saying the Anaphora of Saint Mary, Gwasca, on a big feast day.']"
"['352', 'The rich persons who stored their wealth in a church.']"
"['353', 'The man who lost a slave that he was about to sell in Barara.']"
"['354', 'The monasteries summon King (Dawit) of Ethiopia to abdicate.']"
"['355', 'The carpenter who asked for a copy of the Gadla samaˁtat as a reward for his services in building a church.']"
"['356', 'Saint Mary appears to a priest of Dabra Maryam in Sire.']"
"['357', 'The pilgrim who was journeying to Jerusalem through Hamda.']"
"['358', 'The icon of Saint Mary in a church of Alexandria that some Europeans tried to steal.']"
"['359', 'The punishment of a custodian of a church who did not obey the bishop.']"
"['360', 'The icon of Saint Mary that did not burn when the rest of the house was destroyed.']"
"['361', 'The pious monk who drowned while crossing a river on his way to a feast that was being given by a rich man in honor of the Assumption.']"
"['362', 'The blind teacher whom his pupils wanted to push over a cliff while they were on their way to a feast being given in honor of the Assumption.']"
"['363', 'Saint Mary appears to Theocleia and prepares her for martyrdom.']"
"['364', 'The abbot who rejected the horologium and other works of Abba Giyorgis.']"
"['365', 'Saint Mary cuts short her visit to a pious monk when she hears her name invoked according to the horologium of Abba Giyorgis.']"
"['366', 'A young monk is horrified when he has a sexual dream.']"
"['367', 'When a couple tries to marry their son whom they had dedicated to Saint Mary, he falls sick to the point of death.']"
"['368', 'The monk from a monstery on an island who could not find his boat when he wanted to return.']"
"['369', 'Saint Alexius lives for fifteen years near a church of Saint Mary in Armenia.']"
"['370', 'The history of Abba Bula/Abib.']"
"['371', 'The recovery of the icons stolen from Hagara Maryam.']"
"['372', 'Saint Mary reveals where the furnishings stolen from the church of Hagara Maryam are located.']"
"['373', 'A leopard carries off a goat that a poor man had bought in the market for the commemorative feast of Saint Mary.']"
"['374', 'The man who used to steal his food from the fields and would not admit it when questioned.']"
"['375', 'A huge tree needed for the construction of Hagara Maryam that they were unable to cut down falls down for them during the night.']"
"['376', 'Stone needed for the construction of Hagara Maryam is found by the help of a vislon.']"
"['377', 'A tree intended for a pillar for Hagara Maryam falls over a cliff, when they cut it down, but it is recovered undamaged.']"
"['378', 'Saint Mary appears to Yohannes Kama.']"
"['379', 'Zar?a Yaceqob and the invasion of Badlay.']"
"['380', ""Zar'a Ya'-eqob is given a sign of Badlay's fall.""]"
"['381', 'Saint Mary appears to the gabaz of her church in Waybela and tells him about the fall of Badlay.']"
"['382', 'The Egyptian woman who lost a silver plate while bathing in a miraculous spring.']"
"['383', 'The man who would not eat before receiving Holy Communion.']"
"['384', 'The monk whose only good work was observing the fast of Saint Mary.']"
"['385', 'The hungry man whom Saint Mary used to feed.']"
"['386', 'The priest, Zacharias, who was about to hang himself so as not to see his son die.']"
"['387', 'Saint Mary turns water over which her anaphora was recited by Abba Samu?el of Wali into miraculous bread.']"
"['388', 'Saint Mary brings gifts to Abba Samu?el of Wali.']"
"['389', 'Satan tries to prevent Abba Samu?el of Wali from praying by seizing his prayer book.']"
"['390', ""Praise of Saint Mary's greatness.""]"
"['391', ""Malka Sedeq learns from a vision how Zar'a Yac:.eqob was chosen to reign.""]"
"['392', 'A paralytic is cured at the church of Makana Iyyasus; he establishes a monastery at the tomb of Abba Anbass and lives there.']"
"['393', ""Saint Mary informs Malka Sedeq in a vision that he will receive favor from Emperor Zar'a Ya'eqob.""]"
"['394', 'The Stephanites are revealed among the damned in a vision of the blessed and the damned.']"
"['395', 'The miraculous icon in a monastery: when the Body of Christ falls to the ground unnoticed during the distribution of Communion, Saint Mary orders Saint Michael to pick it up.']"
"['396', 'A Christian of Ta?ka Maryam, Tanse?a Krestos, tries to convert a Moslem.']"
"['397', 'Saint Mary appears to a pious woman and asks her to go to a certain town and teach the people the observance of her five feast days, from the 21st to the 25th of Genbot.']"
"['398', 'Saint Mary rescues a wonder-working monk from another monastery who was living with the monks of Dabra Maryam, when Satan comes to him in disguise and tries to throttle him.']"
"['399', 'A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.']"
"['400', 'The five dolours of Saint Mary.']"
"['401', 'The girl who was going to be stoned after she was caught committing fornication.']"
"['402', 'The monastic community that was supplied with provisions by Saint Mary.']"
"['403', 'Saint Mary appears to a monk and saves him from being deceived by Satan.']"
"['404', 'Saint Mary gives a garment to a poor monk.']"
"['405', 'Saint Mary heals a poor man from skin disease whom people had refused to carry to church.']"
"['406', 'The pious priest to whom Satan came for confession.']"
"['407', ""The king's washerman who was attacked by a lion.""]"
"['408', 'A young man whom his mother had vowed to the service of Saint Mary becomes impotent when his parents try to wed him.']"
"['409', 'The magistrate whom the king accused of embezzlement.']"
"['410', ""The couple that were guided by the wife's dream to find buried money with which to build a shrine to Saint Mary.""]"
"['411', 'The hunter who caught a gassa kalb in his net.']"
"['412', 'A child and his mother see the icon of Saint Mary weeping for the sins of the world.']"
"['413', ""The man who wanted to give a banquet on Saint Mary's feast but was unable because of a famine.""]"
"['414', 'The sinner whom Saint Mary healed after his relatives had spent all his money on physicians.']"
"['415', 'The thief who was caught stealing from the church of Saint Mary and was released by his captors when he prayed to her.']"
"['416', ""The fisherman who was eaten up by a dragon but was found alive when the dragon's belly was cut open.""]"
"['417', 'A sinner is saved from damnation because he had built a shrine in the name of Saint Mary.']"
"['418', 'A soldier redeems the Child Jesus from another soldier who was thinking of handing him over to King Herod.']"
"['419', 'Oz, the Byzantine monk, is shown a vision of Hell by Saint Urael.']"
"['420', 'The man who accepted fine clothes as a bribe for future favors.']"
"['421', 'Saint Mary stops a pestilence.']"
"['422', 'A plague in a monastery is halted at the prayer of a monk.']"
"['423', 'The church of Saint Mary in Spain to which she used to bring Christian captives.']"
"['424', 'The priest from Cyprus who brought a particle of the Eucharist to a Jew.']"
"['425', 'Brigands try to steal from a church of Saint Mary in Syria but are unable to bring what they have stolen out of the church.']"
"['426', 'A child whom his mother had vowed to Saint Mary is rescued from drowning.']"
"['427', 'Some Christians held captive by a Moslem are freed by an angel and are brought to Cyprus.']"
"['428', 'A Moslem official demands tribute from the monks of Dabra Qwesqwam.']"
"['429', 'A thief is hanged upside down with the objects he stole from the church of Saint Mary in Sebkahad.']"
"['430', 'The dog that ran off with a manuscript of the Miracles of Mary.']"
"['431', 'The inhabitants of an Egyptian town who plot to hand Jesus over to King Herod are turned into animals.']"
"['432', 'The king of Egypt asks Saint Mary to bless his land.']"
"['433', 'Saint Mary restores his eye to a brigand from Saf who had been deprived of it by order of the judge.']"
"['434', 'An unbaptized Jewess attempts to enter the house of Saint Mary, who prevents her and tells her to seek baptism.']"
"['435', 'The Annunciation.']"
"['436', 'Saint Mary gives a cup of the water of life to an Ethiopian monk in Jerusalem.']"
"['437', 'On the conception of Christ.']"
"['438', 'The woman whose baby daughter was carried off by a hyena.']"
"['439', 'The European who tried to steal the icon of Saint Mary from Dabra Sedeneya.']"
"['440', 'Christ gives Ethiopia as tithes to Saint Mary.']"
"['441', 'The Holy Family returns from Egypt by way of Gaza.']"
"['442', 'Saint Mary is welcomed when she returns to Galilee.']"
"['443', 'A container of oil remains suspended in mid air in a church of Saint Mary when the cord by which it was suspended breaks.']"
"['444', 'Saint Mary helps a poor man become wealthy.']"
"['445', 'The Nativity of Christ.']"
"['446', 'The shepherds and the magi come to worship Christ.']"
"['447', ""Saint Mary's stay in the Temple.""]"
"['448', 'The story of Julius Aqfahasi.']"
"['449', 'The story of Abadir, a district governor of Egypt.']"
"['450', 'The story of King Tarses of Fars, who loved to kill Christians.']"
"['451', 'King Yasay of Egypt, who became a monk in Dabra Rom.']"
"['452', 'The Jew from Rome who wanted to kill Christians, but was seized by the priests of the church of Saint Mary.']"
"['453', 'Saint Mary heals the wounds of Ermeyis of Sidon with a drop of her milk.']"
"['454', 'Patriarch Tewoqritos of Jerusalem rebukes King Akra~is of Egypt ~mmmhm for not fasting or praying.']"
"['455', 'The story of Astaqa~os, the European potter who was buried alive.']"
"['456', 'The temptations that Akroseya, the wife of Qawestos, overcame•']"
"['457', 'The soul of Christina, the wife of Aaron, an Egyptian official, goes to Heaven.']"
"['458', 'The Moslems who spent the night at the ruins of Dabra Metmaq.']"
"['459', 'The priest Thomas sees Saint Mary inscribing the names of those who praise her on the fiery chariot of gold.']"
"['460-A', 'When Israel Sins against the Law, the Philistines defeat them and carry off the Ark of Zion, which then chastizes them.']"
"['460-B', 'The news of the capture of the Ark of Zion is brought to Eli.']"
"['460-C', 'The Philistines bring the Ark of Zion to Azotus and put it into the temple of Dagon.']"
"['461-A', 'The havoc wrought among the Philistines by the Ark of Zion.']"
"['461-B', 'The Philistines consult magicians as to what they should do with the Ark of Zion.']"
"['461-C', 'The Philistines send back the Ark of Zion on a cart drawn by two heifers.']"
"['462', 'Paraleya from Iyyoram, who was beaten by her husband because she was childless.']"
"['463', 'Emperor Honorius, who lived like a monk.']"
"['464', 'King Bartaqu of Greece, who became a monk.']"
"['465', 'A dragon that had swallowed up Efrem, a monk of Dabra Timona, is compelled to vomit him up alive ten days later.']"
"['466', 'The story of Dilasor, brother of Emperor Theodosius, who was Abba Kiros.']"
"['467', ""Christ orders Abba Samu'el of Wali to celebrate Mass for the feast of Saint Mary.""]"
"['468', 'Abba Samuel of Wali is lifted up while reciting the Weddase Maryam.']"
"['469', 'The prodigal son of a man who used, when he was alive, to feed two persons; Saint Mary promises him riches, but he finds only two grains of gold.']"
"['470', 'Synaxary entry for the 16th of Yakkatit: Saint Mary receives the Pact of Mercy.']"
"['471', 'The annual apparition of Saint Mary at Dabra Metmaq.']"
"['472', 'Archbishop Tilas, who was seized by Jews while carrying a golden chalice.']"
"['473', 'Elias from Elkesus, who was falsely accused and was suspended by the abbot.']"
"['474', 'Bishop Hildephonsus sees the icon of Saint Mary sweating; she asks him to raise a girl from the dead.']"
"['475', 'The woman who was falsely accused of killing the child she was nursing and was condemned to death.']"
"['476', 'An official who used to rob the poor is converted when a monk reveals that Satan was acting as his counsellor.']"
"['477', 'The three monks who attempted to say Mass in a mosque.']"
"['478', 'The dogs of the hunter praise Saint Mary.']"
"['479', 'Tekta, who is childless, has a dream about ten generations ending with the moon and the sun.']"
"['480', 'The Assumption as narrated by Saint John to Prochorus.']"
"['481', 'Saint John tells Prochorus how he and the other Apostles were brought together on the 15th of Naṣase.']"
"['482', 'Plato is present at the Transitus of Saint Mary.']"
"['483', 'Saint Thomas relates how he was taken to Heaven and saw the body of Saint Mary.']"
"['484', 'Saint Mary narrates to Saint John a revelation made to her by Christ on Golgotha.']"
"['485', 'Christ grants Saint Mary a vision of the sufferings of those in Hell.']"
"['486', ""The magi and their chief, Balaam, see the star of Christ's birth.""]"
"['487', ""A continuation of Christ's revelation to Saint Mary (nos. 483 and 484).""]"
"['488', 'Narration of the consecration of the first church; when the patriarchs are commemorated, they rise from the dead and are baptized.']"
"['489', 'The beginning of the history of the Ark of Zion in the giving of the Ten Commandments.']"
"['490', 'The miracles of the Ark of Zion in the days of Joshua.']"
"['491', 'The history of the Ark of Zion during the reigns of David and Solomon; Menelik takes the Ark toward Axum; when they reach the Red Sea, it parts before them.']"
"['492', 'The Ark of Zion is installed in Axum; the coming there of Abba Salama, who explains to the priests attending the Ark its true significance.']"
"['493', 'Homily on the giving of the Law and the fashioning of the Tabernacle.']"
"['494-A', 'Exhortation based on the conquest of Palestine by the Ark of Zion.']"
"['494-B', 'Continuation of the preceding homily: The crossing of the Jordan and the conquest of Palestine [the ark of Zion carried across Jordan].']"
"['495-A', 'King David and all Israel bring back the Ark of Zion.']"
"['495-B', 'Nathan tells King David that his son, Solomon, will build the Temple for the Ark of Zion.']"
"['496-A', 'The Temple that King Solomon built for the Ark of Zion.']"
"['496-B', 'Reflections on the construction of the Temple of Solomon.']"
"['497', 'God appears to King Solomon in a dream after the dedication of the Temple.']"
"['499-A', 'After the destruction of the Temple by Nebuchadnezzar, the Ark of Zion is hidden; the prophecy of Ezra concering it.']"
"['499-B', 'The prophecy of Ezra concerning the Ark of Zion (continued).']"
"['500', 'The precious stones used in building the Temple.']"
"['501', 'The vision of Zechariah concerning the Ark of Zion.']"
"['502', 'The Dormition and Transitus of Saint Mary.']"
"['503', 'Saint Mary heals a servant girl from a magic spell.']"
"['504', 'Daniel from Constantinople, who wanted to go to church to receive Communion even when there was fighting in the streets.']"
"['505', 'Deganna, the church builder, who was asked by King Aktab to build a temple for his pagan gods.']"
"['506', 'Sara from Mesot, who became insane and went about naked.']"
"['507', ""Barnabas from Sandafa, who used to venerate Saint Mary's icon.""]"
"['508', 'Qawestos, the husband of Akroseya, becomes a disciple of Saint Clement.']"
"['509', 'The brother of Emperor Constantine who wanted to marry the empress while Constantine was on pilgrimage to Jerusalem.']"
"['510', 'Homily on the Annunciation and the Incarnation.']"
"['511', 'Homily on the Annunciation and the Incarnation: Continuation of the preceding homily: the miraculous conception of Saint John the Baptist.']"
"['512', 'Homily on the Annunciation and the Incarnation: Continuation of the preceding homily: the Visitation.']"
"['513', 'Homily on the Annunciation and the Incarnation: Continuation of the preceding homily.']"
"['514', 'Homily on the Annunciation and the Incarnation: Continuation of the preceding homily.']"
"['515', 'Homily on the Annunciation and the Incarnation: Continuation of the preceding homily.']"
"['516', 'Homily on the Annunciation and the Incarnation: Continuation of the preceding homily.']"
"['517', 'Homily on the Annunciation and the Incarnation: Continuation of the preceding homily']"
"['518', 'The mourning of Saint John the Baptist for his mother.']"
"['519', 'In a vision Saint Mary is shown the Paradise of the Just.']"
"['520', ""Saint Mary's promises to those who are devoted to her.""]"
"['521', 'Saint Mary prays to Christ on the 16th of Yakkatit.']"
"['522', 'The people of Febor sacrifice pigs at the gate of their city so as to prevent the Holy Family from entering; they themselves are changed into pigs.']"
"['523', 'Emperor Zarˀa Yaˁeqob kills Badlay and dimembers his body.']"
"['524', 'Emperor Zarˀa Yaˁeqob writes the Book of the Miracles of Mary.']"
"['525', 'Emperor Zarˀa Yaˁeqob, returning victorious, builds a church in the name of Saint Mary and commands the observance of her feast.']"
"['526', 'Emperor Zarˀa Yaˁeqob composes chants in honor of Saint Mary.']"
"['527', 'Emperor ZZarˀa Yaˁeqob establishes the cult of the Trinity throughout his empire.']"
"['528', ""Saint Mary helps Emperor Na'od humble the Jews.""]"
"['529', 'Saint Mary assists the emperors of Ethiopia.']"
"['530', 'Saint Mary is found to be pregnant.']"
"['531', 'Saint Mary comes to a church in the form of a white dove to heal from smallpox a man whose only good work was celebrating her commemoration.']"
"['532', ""The Dormition and Assumption of Saint Mary's body into Heaven.""]"
"['533', 'The king who invited Abba Abreham to come and discuss spiritual matters.']"
"['534', 'A bishop asks a man for the prayer that saved him from Satan.']"
"['535', 'The Stephanites in Egypt and Palestine.']"
"['536', 'The Annunciation.']"
"['537', 'Synaxary entry for the 21st of Genbot: the Holy Family enters Egypt.']"
"['538', 'Saint Thomas arrives for the funeral of Saint Mary.']"
"['539', 'A barren woman conceives and bears salda Masqal.']"
"['540', 'Saints Mary and Gabriel visit an Ethiopian named Gabra Maryam and heal him.']"
"['541', 'Abraham, a relative of Saint Stephen, becomes a Christian.']"
"['542', 'At the commemoration of Abba Samuˀel of Wali a blind man recovers his sight.']"
"['543', 'A blind woman is brought by her son to the tomb of Abba Samuˀel of Wali.']"
"['544', 'The blind woman from Zarafta who was unable to come to the tomb of Abba Samuˀel of Wali.']"
"['545', 'Saint Mary and her Son appear to Patriarch Bartholomew while saying Mass.']"
"['546', 'Satan comes to some monks and entrusts a child to them; the monks eat the child.']"
"['547', 'A monk heals two blind hyena cubs with an icon of Saint Mary.']"
"['548', 'The monk, Paul, who was attacked by brigands.']"
"['549', 'The pious deacon who was seized to avenge a homicide committed by his brother.']"
"['550', 'The Transitus of Saint Mary.']"
"['551', ""The Jewish magistrate who believed in Christ when he saw Saint Mary's miracles.""]"
"['552', 'Saint Mary is symbolized in Scripture as a dove.']"
"['553', 'Christ gives Saint Mary the Pact of Mercy.']"
"['554', 'Saint Mary appears to Abuna Madganina Egziˀ and Abba Samuˀel of Wali.']"
"['555', 'Saint Mary appears to Abba Samuˀel of Wali and promises blessings to those who drink the water over which they read her anaphora.']"
"['556', 'The cross at Dabra fQ,mm. QWesqWam that used to bless when the priest saying Mass blessed.']"
"['557', 'A Moslem herder starts to build a shrine to Saint Mary on good land; when he dies, she saves his soul from the angels of darkness.']"
"['558', 'Emperor Zarˀa Yaˁeqob institutes monthly feasts of Saint Mary.']"
"['559', 'A history of Dabra Metmaq, its construction, destruction and reconstruction.']"
"['560', 'The dissolute youth from Ethiopia who was about to be killed by the magistrate.']"
"['561', 'The ruined church of Saint Mary that was rebuilt.']"
"['562-A', 'Saint Mary asks bread from a poor widow during the flight from Herod.']"
"['562-B', 'Certain ones raised from the dead relate to Saint Mary their sufferings in the fires of Gehenna.']"
"['563', 'The monastery near Alexandria whose trees were cut down by Jews.']"
"['564', 'Sabela, a nun of Caesarea, who had a vision of Saint Mary while sleeping;.']"
"['565', 'The bread and wine that came down from Heaven to Abbot Gabriel during Mass in the church of Saint Mary in Rome.']"
"['566', 'Bishop Deraleyos in Dabra Gass, who was a lazy monk.']"
"['567', 'The European Archbishop Thaddeus, whom Saint Mary assisted at Mass.']"
"['568', 'The monk, Abiathar, in Nubia, who was led to repentance by a vision of Saint Mary.']"
"['569', 'Eusebius, whom Saint Mary took to Heaven.']"
"['570', 'The prophet, Jonah, who came from Egypt.']"
"['571', 'Matthias, a student from Bartos in Egypt, who was beaten and imprisoned for teaching about Christ.']"
"['572', 'Saint Mary appears to Abba Besoy on the day of the Assumption.']"
"['573', 'How the Egyptian youth, Besoy, who had destroyed churches and killed people, repented after killing a pregnant woman.']"
"['574', 'Abba Paphnutius lives in the desert for thirty-three years, being nourished with bread from Heaven.']"
"['575', 'Arkaledes from Qawep, who vowed not to look again at a woman, when his mother came to visit him, he died before seeing her.']"
"['576', 'The vision granted to Archbishop Bartholomew in Jerusalem.']"
"['577', 'Four thieves break into the church of Saint Mary and steal vestments; they are brought back by lions.']"
"['578', 'The thirty monks of Scete whom Satan inspired to beat each other.']"
"['579', 'Satan takes the form of a bird to deceive two monks who had lived together in harmony for fifteen years.']"
"['580', 'The clergy wish to receive Communion on the feast of Easter from Archbishop Maximus in Jerusalem.']"
"['581', 'Saint Mary assists Abba Daniel in the desert and gives him a lion to ride on.']"
"['582', 'The European monk, Zena Krestos, who was a herder and whose beasts were attacked by a lion.']"
"['583', 'Saints Michael and Gabriel appear while Abbot Eliab is teaching his monks, who are given bread from Heaven.']"
"['584', 'Homily of Saint John the Evangelist on the greatness of Saint Mary, which he had seen in a vision.']"
"['585', 'The Christian villagers in Armenia who had to buy their water from Jews.']"
"['586', 'Pelagia, a nun from Caesarea, whom Satan afflicted with leprosy.']"
"['587', 'Aqlemeya, a poor woman from Rome, who was tied to a tree by brigands for five days and nights.']"
"['588', 'A Christian retainer escapes unharmed when his king is defeated by the Moslems.']"
"['589', 'The woman who was crossing a river on a raft [mezlal].']"
"['590', 'Saint Mary teaches a man who had been refused instruction how to write.']"
"['591', 'Zakkareyas from Rafa, whom the custodian of the church locked out of the place where his food was kept.']"
"['592', 'Abbot Lebdeyos speaks to the people on the feast of Saint Mary when they ask him to distribute Communion.']"
"['593', 'Patriarch Mekmeyanos, whom the clergy and people threatened to depose when he fell sick.']"
"['594', 'Bishop Bakkimos of Constantinople, to whom Saint Mary appeared concerning Lebaneya, who was sterile.']"
"['595', 'The story of the martyr, Saint Romanus. None.']"
"['596', 'How the angels worship the Eucharist, the Cross and Saint Mary.']"
"['597', 'Abbot fflJmsg Tasfa Magebar from Caesarea, who was given a cloud as a chariot and went to visit Abba Zakkareyas in Scete.']"
"['598', 'Doyq, the son of Taliq, is raised from the dead by Saint Mary while she was still in the womb of Saint Anne.']"
"['599', 'Saladdin and his men try to force their way into the house where Saint Mary was born.']"
"['600', 'Saint Mary heals two women whom a demon had made ill.']"
"['601', 'A young servant of a monk gets lost among Moslems but is restored safe and sound when the monk cries to Saint Mary.']"
"['602', 'A woman marries feven times, but each time her husband is killed by a demon.']"
"['603', 'Saint Mary heals in Bethlehem a large multitude of sick people who had sought her in the Temple.']"
"['604', 'Saint Mary asks Christ to bless those who honor her and pray for her help.']"
"['605', 'A Christian from Bethlehem is restored to his community after being sold into slavery by the Turks and beaten and slain by his master.']"
"['606', 'Saint Mary visits Calvary.']"
"['607', 'Homily on the greatness of Saint Mary.']"
"['608', 'Homily on the Assumption and on the reason for the trials and labors of the Apostles.']"
"['609', 'The vision of Saint John in the Apocalypse.']"
"['610', 'Homily on the vision of Saint John the Evangelist.']"
"['611', 'Continuation of the preceding homily on the vision of the Apocalypse.']"
"['612', 'Continuation of the preceding homily on the vision of the Apocalypse']"
"['613', 'Conclusion of the preceding homily on the vision of the Apocalypse.']"
"['614', 'The Apostles decree that the events concerning the Transitus of Saint Mary that they have witnessed three times should be written down and that be commemorated three times a year.']"
"['615', 'Homily on the silver bird with gilded wings (Ps. 67,14).']"
"['616', 'The acts of Saint Paul in Wariqon, as narrated by Saint Peter.']"
"['617', 'When the Jews try to seize Saint Mary and the Apostles in Bethlehem, they are taken by the Spirit to the Temple, the house being left empty.']"
"['618', 'The governor believes in Christ and rebukes the Jews (continuation of the preceding miracle).']"
"['619', 'The Spirit tells the Apostles to take Saint Mary from the Temple.']"
"['620', 'Homily on the Annunciation, preceded by the gospel text.']"
"['621', 'Continuation of the preceding homily on the Annunciation.']"
"['622', 'When Agabos from Dalga enters the church, the icon of Saint Mary weeps.']"
"['623', 'The Dormition.']"
"['624', 'After the Annunciation, Zacharias blesses Saint Mary, who then goes to visit her cousin, Elizabeth.']"
"['625', 'When King Herod learns that the Holy Family is in the wilderness of Barta, an angel tells Saint Joseph to flee to the mountains of Lebanon.']"
"['626', 'Herod commands King Gigar be brought to the olive tree.']"
"['627', 'The prayer of King Demateyanos.']"
"['628', 'When Saint Mary departs from the city of Itenin, its people weep.']"
"['629', 'On the occasion of the marriage of Saints Joachim and Anne, prophecies are made concerning the birth of Saint Mary.']"
"['630', 'The story of Zacharias, the father of Saint John the Baptist.']"
"['631', 'Homily of Cyriacus of Behensa for the 16th of Napase.']"
"['632', 'Saint Mary thanks Christ after receiving from him the Pact of Mercy.']"
"['633', 'Christ appears to the Apostles after the Dormition of Saint Mary.']"
"['634', 'The Chalcedonian schism; the house of Nazareth is miraculously transported.']"
"['635', 'The church of Saint Mary in Homs collapses in an earthquake.']"
"['636', 'Job, a rnrommnrprom of Barsuma, falls into a well.']"
"['637', 'Homily on the greatness of Saint Mary.']"
"['638', 'Anne from Constantinople rises from the dead and relates her experiences.']"
"['639', ""The heir who planned to terminate his father's custom of a monthly feast in honor of Saint Mary.""]"
"['640', 'Some officials visit the icon of Saint Mary at Dabra Sedeneya.']"
"['641', 'Homily of Emperor Zarˀa Yaˁeqob on Saint Mary as the hope of salvation.']"
"['642', 'When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of 1etos.']"
